,original,clase,clase_text
3814,      concederse  asilo     constituir  amenaza   seguridad nacional   orden público    deber moral  proteger  convivencia   barrios   derechos   españoles   ,15,immigracio
3820,  ministra  igualdad        vacaciones    razón existirá    reaccione   brutalidad   agresion         quizás debiera explicarlo    ,4,igualtat i feminismes
3822,botín  gates  almeida   pp           prohibir  coche   ciudades  restringir  aire acondicionado  reducir  consumo  carne  limitar  vuelos  avión    privilegiados       juntos    desfavorecidos ,8,accio climatica alimentacio i agenda rural
3825,  cumplen  años   terribles atentados  barcelona  cambrils                 bcn honramos   víctimas       plantaremos cara  terrorismo yihadista   ,13,justicia
3831, vox  defendiendo  derechos fundamentales  frente    alarma   pasaporte covid      partidos  dispuestos  atropellar  libertades    tribunales    razón      empeñan  controlar   jueces  ,11,drets socials
3832,  alerta  fake news             vox barcelona crece  afiliados       creando  equipos municipales  incrementando  presencia  vox   municipios   provincia   quizás deberíais preguntar   publicar mentiras     ,12,cultura
3837,    psoe    desindustrialización  paro  subida histórica   luz      españa  ofrece vox  reindustrialización  bajada histórica  precio   luz     impuesto eléctrico   reducción actual  21   iva   ,3,economia i hisenda
3843,  vox denuncia  fidelidad  gobierno  sánchez  separatismo   pacto   traspasos  competencias   generalidad   mesa   traición     abascal españa necesita  gobierno fiel   españoles     golpistas    ,0,presidencia
3851, tirar  cruz  valle pondría   ejecutores   altura   talibanes    iconoclastas puritanos  cromwell   ojos  mundo   historia        altura     fe   destrucción   fes ajenas       ,12,cultura
3861, presidente separatista  cataluña    gustado   diga   40 empalagosos reportajes  tv3 recordando   socio  club super3   convertirlo   william wallace  barretina  aspira      septiembre     duro       ,0,presidencia
3865, fiscalía investiga  ataque  acció   independència   cripta   tercios  requetés  montserrat          barcelona   cataluna,13,justicia
3873,acabo  leer  proyecto  ley  memoria democrática     ejercicio masivo  rencor  injusticia  ignorancia supina    ley sectaria  enfrentar   españoles  manipular  reprimir      cambiarle  nombre     ley gulag    noalaleygulag   laderogaremos,0,presidencia
3874,vox denuncia  fiscalía  grupo separatista acció   independència   ataque   cripta  montserrat    delitos   sentimientos religiosos  ultraje   bandera  odio  daños  patrimonio   ataque   cripta   tercios  requetés ,13,justicia
3876,  alegato provida  ignacio garriga   parlament   creen  red  apoyo   mujeres embarazadas        cataluña    desgracia   región   abortos  practican      ustedes  vanaglorian  protejan     mujeres      ,15,immigracio
3877,apoyaremos  aquello  defienda  unidad  españa   protección   familias  trabajadores    sufrimos  piedras  salt  vic  cambiar   ideas    señalaremos  estatuto   tv3    entramado corrupto separatista     seguimos ,10,interior
3884,   urgente     abascal  preparados  reconstruir    derriben    cruz  grande  mundo    derogaremos  totalitaria ley  memoria democrática       ,10,interior
3888,  advertimos  2019        comprometemos  derogar  totalitaria ley  memoria democrática   ,0,presidencia
3892, ley  memoria histórica  psoe  consolidada   pp   grave    ley  calidad democrática   paso  allá         memoria obligatoria      odio   siglos    libertad  convivencia  respeto     derogaremos       ,0,presidencia
3893,vox         tribunales     querella   presidente catalán   fondo  avalar  multas  procés  tribunal  cuentas  ,0,presidencia
3899, separatismo  incapaz  garantizar  salud   catalanes  impone  toque  queda encubierto  limita  capacidad  reunión     palabra  testeo masivo  medidas  rastreo       malversar   gestionar   ,4,igualtat i feminismes
3919,   vox inicia acciones legales   generalidad catalana  ayudar   golpistas   1   recurso   constitucional   2   querella  tsjc  prevaricación  malversación   3   instar   fiscalía  tribunal  cuentas  actuar  aragonés  ,0,presidencia
3921,   vox llevará  constitucional  fondo creado   gobierno catalán  pagar  multas  tribunal  cuentas   golpistas   pretenden   catalanes honrados  trabajadores  financien  fiesta separatista        permitir       ,0,presidencia
3925,      cataluña       cataluña   tema  conversación     indultos    paro     impuesto   trabajadores    inseguridad     cataluña  desean  mayoría  catalanes  defendemos  vox     hilo    ,4,igualtat i feminismes
3932,  vox  querella    govern    fondo   fianzas  tribunal  cuentas      objetivo  financiar  causas judiciales   golpistas  utilizar  dinero público  blindar    promueven  odio   división   ,0,presidencia
3935, país     kabul   occidente   pretenden borrar  libertad    recuerdo        memoria histórica  imponen  allanar  camino   dictadura progre  aliados    islamismo    enemigo   raíces   ,0,presidencia
3937, vox    permitir   criminalice   agricultura murciana  exculpar   gobiernos  pp  psoe  lamentable    saneamientos     compatibilizar  usos turísticos  agrarios  mar menor   conservación  ecosistema    sosmarmenor  ,8,accio climatica alimentacio i agenda rural
3939, reconstruiremos    destruyan     abascal seguirá   voz  millones  españoles frente  gobierno   traición   mentira      ,0,presidencia
3945, políticos  ppsoe  esconden   calamitosa gestión   mar menor  vuelven  criminalizar   agricultura     lamentable   saneamientos    propuestas        solución definitiva   mar menor       murcia  ,8,accio climatica alimentacio i agenda rural
3951, vox  defendiendo  derechos fundamentales   hostelería frente  atropello   distintos gobiernos    reconocen  tribunales  vuelven  darnos  razón    preocupante   consenso progre  empeñe  liquidar    derecho   soloquedavox  ,11,drets socials
3960,  exigimos    ministerio  interior  investigue   terrorista argelino    españa    país   convertido   destino preferente  delincuentes  terroristas     fronteras    fáciles  cruzar   ,15,immigracio
3963,suma     pp  psoe siguen llamando   inmigración ilegal  ,15,immigracio
3971,    recordar    dolor    soldados  policías  perdieron  vida   tierra   cuyo sacrificio  traicionado  instancias supranacionales   temerosas  ofender  islamismo radical ,10,interior
3977,   vox cartagena   claro     suponer   cate   corazón   ciudad      delincuencia     efecto llamada     inseguridad ciudadana     inversiones  cartagena  ,15,immigracio
3982, gobierno  abandona   héroes   gobierno desmemoriado  desagradecido    guardan  fronteras   protegen  mantienen    nombre  españa jugándose  vida  merecen reconocimiento  gratitud  recursos  salarios dignos    ,0,presidencia
3989, único   confunde  enemigo   pp       facilitó declarar    abascal persona non grata  ceuta      incumple  compromisos  andalucía      votó     moción  pedro sánchez        añorando  bipartidismo  miente manipula  demoniza  vox   ,10,interior
3995, manada  zaragoza    televisiones  harán programas especiales   veremos  caras   izquierda  hará manifestaciones    españoles     expulsión   cumplan  condena   país   ,15,immigracio
3998, gobierno  traiciona   pueblo  pisotea   ciudadanos  actúa  margen   ley   gobierno ilegítimo    sostenga    acción  inacción   responsable   destrucción  afectos  vínculos  derechos  libertades  sufrimos    ,0,presidencia
4005,ceuta    caso aislado   pp  alineándose   izquierda  demonizar  deshumanizar  4 millones  españoles    pablo casado  desautoriza  acciones   convertirá  responsable   amenazas  agresiones  vox    ,14,autopromocio
4006, certificado covid   barbaridad  vulnerará  derechos   andaluces  otorgará poderes excepcionales  arbitrarios   distintas administraciones       atropellos  sánchez  atropellos   imitadores   ,14,autopromocio
4007,   viva21       acto  prepara vox  permitirá   españoles disfrutar   belleza   riqueza    provincias  españa      9  10  octubre   recinto  aire libre  madrid     nota  prensa     ,14,autopromocio
4008,    viva21    evento  prepara vox  volver    españa  pie    convertirá   acontecimiento anual  movilizará    delegaciones provinciales   organizaciones   sociedad civil      resérvate   9  10  octubre     ,14,autopromocio
4009,claro    cabida  españa   odio       ve  2014  gritos  allahu akbar     temer   día  juicio final    pp   psoe  ceuta deberán explicar   pactan contigo  pisotear  convicciones  miles  ceutíes     ,14,autopromocio
4010,   papá  esther  hija  guardia d  aurelio salgueiro lópez  padre  7 hijos  asesinado  balazos  presencia   hijo  14 años  mondragón   cobardes  eta   eta asesinó   padre 5 días     hermana cumpliera  año  ,14,autopromocio
4011,años  años  presiones  amenazas  boicots  apartheids   artista disidente  convertido   artistas libres   especie  peligro  extinción   reconocimiento      dignidad      ,12,cultura
4012,vecinos  almería denuncian  inmigrantes magrebíes  cuelan   urbanizaciones    atemorizados     juanma moreno  preocupa   globalista estrategia andaluza   inmigración  proteger   andaluces   inseguridad    ,14,autopromocio
4013, bipartidismo  convertido  caciquismo autonómico    entender    recortar derechos fundamentales arbitrariamente      pretenden   pasaporte covid   salvajada     aceptar   ciudadanos  voluntariamente eligen vacunarse   ,0,presidencia
4014,   100 millones  muertos  causó  comunismo  divididos  países    excepción   dictadura camboyana   responsables   genocidios  quedado impunes   países democráticos   blanquea   movimiento totalitario      ,0,presidencia
4015, magrebíes cortan  cuello   joven   canaria  robarle    totalmente seccionado    milímetros  falleció     llevamos viendo  años   países europeos   reproduciendo      medios  comunicación siguen callando   ,14,autopromocio
4016, desesperados     combatir  vox  utilizar  violencia   conseguirán amedrentarnos        kichi     responsable    gaditanos sufran  desempleo estructural  salarios precarios  cadiz  liberará      convoquen elecciones   ,14,autopromocio
4017, efficold   monopolio sindical          acabó   vida   obligáremos  justificar       horas sindicales  usen     acabáremos   mafia sindical   ,14,autopromocio
4018,gracias   generosidad  reconocimiento  querida rosa     ,14,autopromocio
4019,23   25 ciudades   contaminan   mundo    china comunista responsable  covid   llamen   puertas  inquisidores   religión climática  dejen  paz   agricultores   ganaderos   industrias   ,14,autopromocio
4020,    secretario general    smith   inaugurado   sede   calle navellos     presidente   llanos  afiliados  simpatizantes       seguiremos dando  batalla ideológica   izquierda   pancatalanismo    corrupción   ,14,autopromocio
4021, pp andaluz  favor  imponer  pasaporte covid  espacios públicos   implantar  toque  queda        comunismo  libertad    vox    tolerar   andalucía  discrimine   españoles    restrinjan  libertades   ,14,autopromocio
4022,   auditorías exigidas  vox  andalucía confirman   psoe montó  enorme entramado corrupto  enchufar  enriquecer   amigos   exigimos  juanma moreno  desmantelamiento       recursos públicos    voxútil    ,14,autopromocio
4023,   q miento    sr  isidoro moreno gracias    moreno    adoctrinará      juventud   derecho  decidir   autogobierno   soberanía   andalucía   españa    pasen  vean   fueraautonomías   ,14,autopromocio
4024, aliados  gobierno insultan  rey   españa    gobierno colabora    insulto  convierta  afrenta      sorprender  miembros   gobierno  afirmado  asaltarían  zarzuela  asesinar   familia real     ,8,accio climatica alimentacio i agenda rural
4025,valoración   comparecencia  pedro mentiras      falta esperar  escuchar  embustes  elude   congreso      recordemos   narciso   escucha       aduladores ,14,autopromocio
4026, pp vota      vox   coloca    psoe  rechaza  debate  revocar  nombramiento  abascal  persona  non grata   ,0,presidencia
4027, programa   radical andalucista isidoro moreno     dispondrá   horas semanales  lavar  cerebro   oyentes     faltaba    moreno  apunta  carro   disgregación nacional       pp      ,14,autopromocio
4028, ue   gobierno siguen     defensa   campo    inadmisible   agricultores  desprotegidos   entrada masiva  productos  marruecos  compiten  condiciones desiguales    invasión migratoria  comercial   lonuestroprimero     ,14,autopromocio
4029,ceuta    guinda    zancadillas  pp  vox  soportado      pp   años alimentando  cordón antidemocrático  vox   pactando  psoe     separatistas  marginar  vox   instituciones    ,14,autopromocio
4030,       olona  planta   terroristas callejeros  cádiz       consecuencias   estrategia  demonización  deshumanización impulsada   bipartidismo político  mediático  vox       miedo       ,14,autopromocio
4031, mesa   asamblea  ceuta  permite  mañana  debata   pleno revocar  nombramiento  santiago abascal  persona  non grata       pp vota   psoe   partido   apoyo recibió   ceutíes    elecciones generales   ,0,presidencia
4032, futuro pertenece   patriotas   mensaje esperanzador   fuerza   confianza   futuro  abascal   españoles   día  santiago apóstol  patrón  españa       ,0,presidencia
4033,rechazamos   certificado  vacunación  motivo  discriminación  españoles   educación        servicios públicos   ejercicio  derechos  libertades     único carnet  reconocemos     acredita   condición  españoles   ,14,autopromocio
4034, pp  insistiendo  demonizar  vox   almeida  necesitamos   personas  vivas   declaraciones incendiarias     declaración    abascal  ceuta   incendiaria   declarado persona non grata     votado   ,15,immigracio
4035, pp  culpable    español  persiga   comunidad valenciana    islas baleares    gobernado    galicia   gobierna   mayoría absoluta        padres   escolarizar  español   hijos  galicia      ,14,autopromocio
4036,gracias carlos   ,14,autopromocio
4037,gracias luis   ,14,autopromocio
4038,gracias inés        tipo  demonización constituye  antesala   violencia   abrazo   ,14,autopromocio
4039,  apoyo  equipo olímpico   tokyo2020     regalar  momentos    emocionar  españa entera     gracias  representarnos     oro       ,14,autopromocio
4040,gracias germán   ,14,autopromocio
4041,  apoyo  psoe   abstención  pp      apoyo  psoe   abstención  pp     asamblea  ceuta declara persona non grata  santiago abascal   compara  hitler   ,14,autopromocio
4042,nombrar persona non grata   ceuta  q  votos  sacado  suena  coherente  democrático   ,4,igualtat i feminismes
4043, ciudadanos ceutíes ejerciendo  libre albedrío    urnas  declararon    abascal hijo predilecto    políticos q perdieron   urnas   tomado  revancha  ojo      abascal    ciudadanos   respeto  vergüenza   ,14,autopromocio
4044,   pp     paso     abascal    permitido    abstención    psoe   partido islámico mdyc declaren  persona non grata   santiago abascal  ceuta        pp  une   demonización  vox   ,10,interior
4045, psoe  ceuta vota  favor  nombrar persona non grata      líderes   oposición  españa    ojo   vayan  buscar  casa  camioneta    socialistas   historial jodido       pp  abstención        ,14,autopromocio
4046, pandilla  traidores  vendepatrias       abstenido   ,14,autopromocio
4047,      concurrencia cobarde    ceuta  aprueba   propuesta   promarroquíes   declaración  persona non grata    abascal   ciudad       fuerza política     desesperación  abrumadora      parar  imparable   ,15,immigracio
4048,bonito homenaje   guardia real  regimiento alcántara    gesta      100 años     recuerda    mitad  desastre   mantenerse  pie     salvar    huyen   ,14,autopromocio
4049,   urgente   vox  querella  tezanos  malversación  caudales públicos  administración desleal  cis  favorecer  psoe   vox aporta pruebas periciales  constatan  manipulación sistemática      nota  prensa     ,14,autopromocio
4050,   entrecomillado corresponde   gañán socialista    presidenta  pleno permite insultar    antoja  representante  vox           bronca  x       impresentable insultando   señor   ,14,autopromocio
4051,abascal advierte  gobierno  aprobar   ley   memoria     preparados  volver  reconstruir    derriben    cruz  grande  mundo   ,10,interior
4052,ánimo carlos      atemorizar   invasores   cómplices   ceutaespañola  ,4,igualtat i feminismes
4053,   últimahora gracias   actuaciones judiciales  vox   paraliza  pago  34 millones  euros   aerolínea chavista plus    vox seguirá luchando    gobierno  haga   fraudulento  dinero   españoles     explica   marta castro  ,14,autopromocio
4054,     olvide  gobierno  hacernos llamaditas telefónicas  cubrir  expediente  contarnos  ley  memoria totalitaria    vemos   gobierno   cortes    tribunales    ,14,autopromocio
4055,   país   ue   tarifa   luz  alta     drama  sufren   españoles    gobierno   dispuesto  solucionar      gobierno     espalda   compatriotas   ,14,autopromocio
4056, psoe   pp  culpables  perpetuar  terrible efecto llamada     mandar  mensaje exactamente contrario    queda  españa    legalmente   delinca       respetando  cultura   acoge   noticia    izq       dcha     ,14,autopromocio
4057, comunidad internacional  exigir  china  permita  investigación   explique   pasó   pague  daño   provocado   ,14,autopromocio
4058, preparados  reconstruir    derriben    cruz  grande  mundo   valle   caídos   santiago abascal   abascal  líder  vox        preparados  recurrir  ley  memoria democrática  ,10,interior
4059,  pp andaluz coloca    asaltan  fronteras     españoles    vox enfrente       cuenten       animar  efecto llamada   inseguridad    imposición  multiculturalismo  andalucía    ,14,autopromocio
4060,  psoe  pedro mentiras    apoyo tácito  pp   niega  derogar leyes semejantes   autonomías  vuelve  desenterrar  odio   siglos   ley  memoria obligatoria  pisoteando  derechos   libertades   convivencia ,14,autopromocio
4061,   españoles sufren  factura   luz  cara   historia   gobierno  terror energético  psoe           olona acusa  gobierno  imponer  terror energético  encender  interruptor   convertido   lujo  hilo    ,14,autopromocio
4062,   oposición pasiva    elegido   resistencia      ,14,autopromocio
4063, realidad deberíamos hablar  récord  precio   luz    pobreza  traen       quieren camuflar   odios     ,3,economia i hisenda
4064, grupo  conservadores  reformistas europeos      encuadrado vox  edita  inglés  libro definitivo  desmonta   memoria histórica   ,14,autopromocio
4065,    portavoz    refiere   totalitaria ley  memoria democrática aprobada    consejo  ministros       ley  memoria histórica  psoe consolidada   pp  grave   ley   paso  allá   atropello   libertades  hilo    ,0,presidencia
4066, delincuente reincidente     suele  habitual     necesario endurecer  leyes   delincuentes reincidentes      caso  expulsión   cumpla  condena   país   ,14,autopromocio
4067,pisotean  constitución   presionan   tribunales  señalan   jueces     peligro   convivencia    separación  poderes    libertad    justicia     peligro  españa    ,14,autopromocio
4068,   vox recurre  fondo catalán   multas  tribunal  cuentas    presenta  querella   tsj  pere aragonès  jaume giró  laura vilagrà  prevaricación  malversación  caudales públicos   golpistasaprisión   ,0,presidencia
4069,españa  defender  derecho   libertad  expresión   pensamiento   arte   debemos legislar   soberanía digital     justicia  abusos   empresas digitales  pisotean  soberanía   constitución   libertad   ,14,autopromocio
4070,1      tratados  establece   ue profesa  ideología obligatoria    miembros   socialista  globalista  anticristiana  antinacional  antifamiliar   enemiga  derecho natural   anuncia invasión  condena   defienda nación  familia ,15,immigracio
4071, viva cuba libre  comunistas   cuba  patriayvida   cubalibre  fueracomunistas  ,14,autopromocio
4072, vox presentó  moción  censura   gobierno ilegítimo  pisotea  constitución    apoyo    partidos     vox  frente   gobierno ilegítimo instalado    ilegalidad    abuso   ,14,autopromocio
4073, tarde  algeciras    homenaje   héroe caído   lucha   narcotráfico     agentes  vigilancia aduanera cuentan    apoyo  respaldo   medias tintas    niunomás   alnarcotráficoelaltooplomo  ,14,autopromocio
4074,vox  dejará   pueblo español    voxútil      ,14,autopromocio
4075,    medios ocultan   vox defendió  constitución     medios   criticaron  votar      alarma ilegal    soloquedavox    voxútil  ,14,autopromocio
4076, constitucional declara ilegal    alarma decretado    ola   pandemia  vox    rechazó   impugnó   tc     abascal planteó moción  censura  gobierno     retrataron haciéndose cómplices políticos     ,14,autopromocio
4077,    últimahora    tribunal constitucional declara ilegal     alarma decretado  pedro sánchez     vox votó     gobierno  vulneró  constitución     moción  censura  vox    justificada   historia   ,14,autopromocio
4078, otraeuropaesposible   absolutamente necesario  imprescindible    cambio  rumbo   deriva globalista   instituciones comunitarias        abascal  liderado  declaración conjunta   futuro  europa  nación  familia  protección fronteras   ,14,autopromocio
4079,juanma moreno   pensiones vitalicias   expresidentes         corruptos socialistas          anunciamos  rechazamos  absurda idea    dinero  destinarse  generar   riqueza   ,14,autopromocio
4080,    cientos   cristianosafganos  democracias occidentales    refugio   evacuarlos  kabul       militares    colaboradores  españa  afganistán    obligación moral    resto  afganos   acogidos  países musulmanes   ,14,autopromocio
4081,  exigimos  equipo  gobierno     retire inmediatamente  cartel   fiestas   murcia      comparó   personas  parálisis cerebral   votantes  vox   imagen   eliminada  inmediato     soloquedavox     ,14,autopromocio
4082,      socios  sánchez salen   calle  celebrar  puesta  libertad   asesino  arrebató  vida   personas    precio   moncloa   pasar   historia   traidor   españa        niolvidoniperdón  ,14,autopromocio
4083,    urgente  vox solicita  juzgado  reclame  caución   socios integrantes  plus       superintendencia  panamá acepta  denuncia   irregularidades   compañía panacorp   aerolínea chavista    voxútil   ,14,autopromocio
4084,  declaraciones      mar menor   teresa ribera  comprometió  solucionar  problema    propone  inversión  solución concreta  criminaliza   agricultores     querido  reunirse    exigimos soluciones     sosmarmenor  ,14,autopromocio
4085,juanma moreno incumple   acuerdos firmados     combatir  inmigración ilegal        500 ilegales llegados  andalucía     aislados  coronavirus        alonsof   pp  seguidismo   políticas globalistas  psoe   ,15,immigracio
4086, país ejerce  altavoz  consenso progre  decirnos  pronto  delito denunciar    yugo islamista  mujeres   libres   homosexuales  perseguidos      delirio     delirios   queda rebelarse    ,14,autopromocio
4087,juanma moreno traiciona   votantes  tratar  recuperar  bipartidismo  ansía pactar     llevaron  andalucía   líder  paro  pobreza  corrupción     enfrente  impediremos   andaluces vuelvan  sufrir  políticas progres   ,14,autopromocio
4088,   viernes   9 15     entrevistado         síguelo  directo             pierdas   ,14,autopromocio
4089, atenta    libertad    madrileños  espero         discriminar  vacunados   vacunados    vía  ,14,autopromocio
4090,   progres   llorando   refugiados   país    6200 kilómetros     patrulla canina  machista      panda  ladrones     echarlos   ,14,autopromocio
4091,1    inmigración afgana masiva vendrá       consecuencia    esperada    resultaba tolerable   enorme  creciente incidencia   asaltos sexuales cometidos  refugiados  mujeres locales         principio   incidentes      ,14,autopromocio
4092,   engañe   terroristas     barrios   europa       atreve  denunciarlo        cuela  hablaremos   chapuza      europaeslibertad   ,15,immigracio
4093, situación  canarias  exactamente   predijo   abascal  año    produciría    tomábamos medidas urgentes  frenar  inmigración ilegal    ana oramas  llamó racista      queja   situación  exige medidas    tarde   ,14,autopromocio
4094,    urgente  vox  opone  recurso    concejales  abandonaron  madrid   pretenden crear  grupo mixto   profeso      smith pagar favores  informes injustificados  comprar votos  cambiar  resultado  indecente    ,14,autopromocio
4095,  sucedía    barrio  santuchu     aplausos  música  recibir  homenajear  etarra agustín almaraz  condenado   asesinato  4 personas       sucede   permite  campar   anchas    marcas políticas  grupos terroristas   ,14,autopromocio
4096, denunciar  salafismo   llaman  islamofobia   seguimos retrocediendo   avanzarán   fanatismo  occidente   defenderse  urgencia   falta  rearme ideológico  cultural   principios   ,14,autopromocio
4097, marroquíes detenidos  agredir  violar   chica  19 años  formentera   libertad provisional     español denunciado  pruebas  violencia  género  castigado   custodia   hijos     enemigo   hombre blanco ,14,autopromocio
4098,  anciano  ciudad real   defendió  intruso   casa   prisión preventiva   ,14,autopromocio
4099,  jóvenes españoles  independizarse  formar  familia   privilegio      paro juvenil   40      precario    medios  comunicación  blanquean vivir  pisos  30 metros  cómplices   miseria   ,14,autopromocio
4100,vox entrega 35 000 kilos  forraje   ganaderos afectados   incendio  navalacruz  ávila    vía  ,14,autopromocio
4101,    pedro mentiras  incapaz         evacuación  afganistán   correcta   capacidad profesional   militares  policías     mandos políticos   ,14,autopromocio
4102,     partidos  consenso progre   reclaman  entrada masiva  afganos  europa   paralizando  aprobación  mecanismo  permite   policías europeas  control    pretenden entrar   territorio   ,14,autopromocio
4103,    agradezco  inocencio arias   rectificado  vox          acoger     trabajado  españa  afganistán   ,14,autopromocio
4104,      luchar   mafias  origen   territorio nacional   inmigrantes ilegales  víctimas   mafias    constante efecto llamada  determinadas organizaciones políticas  gobiernos    stopinvasiónmigratoria  ,14,autopromocio
4105,        dijimos   debería  proceder   inmediata devolución    menores extranjeros   país    padres    stopinvasiónmigratoria  ,14,autopromocio
4106,    martes   8 40    pierdas            síguelo   directo     ,14,autopromocio
4107,   mañana    8 40 horas           hablar   ,14,autopromocio
4108,   noche   23 30     entrevistado         síguelo   directo          pierdas   ,14,autopromocio
4109,   últimahora  vox exige  almeida  cumplimiento  pacto  investidura  incluye derogar madrid central     smith     problemas  engañar   votantes     problema  incumplir  compromisos  investidura   vox     exigir   ,14,autopromocio
4110, gracias      avila    diputada   vox   logrado entregar  sotalvo  ávila  35 000 kilos  forraje        disposición   ayudar   congreso   desastre  incendio  dejando  alimento  cientos  animales  ,14,autopromocio
4111,   diputados   vox     entregado   ganaderos afectados   incendios  ávila   35 000 kilos  forraje   seguiremos luchando   congreso    gobierno ayude   perjudicados   catástrofe   ,14,autopromocio
4112,vox     someter   dictadura progre    medios  comunicación   pretenden arruinar  pueblo   privilegios  mantienen intactos    quieren salvar  planeta      atreven  criticar  china    tiranía contamine  contagie  coaccione   ,14,autopromocio
4113,    disfrutamos   magnífica tarde taurina   feria  almería    vox   único partido  defiende  ultranza   complejos  tauromaquia   orgullosos   tradiciones  cultura    viva  fiesta nacional       ,14,autopromocio
4114, ley   negociado  espaldas   riders        negociáis  traerá paro  precariedad     vía  ,14,autopromocio
4115,atacan  cultura española  atacan  tradiciones  atacan    vida  mundo rural    permitiremos  avance  animalismo desquiciado  defenderemos   libertad  toros  cangasdeonis  asturias  ,14,autopromocio
4116,   víctor  joven ganadero    localidad   adrados  boñar  leónesp    miércoles  lobos mataron  11 ovejas  7 corderos   ganado    200 metros  pueblo  vive   localidad  montaña   20 habitantes   mujer  hilo     ,4,igualtat i feminismes
4117, días     forma  intensa   equipo    avila  recorriendo  municipios afectados   incendio  ávila  hablando  ganaderos    personas afectadas   detectar  necesidades  seguir ayudando   abro hilo  ,14,autopromocio
4118,    generación  preparada   historia        generación gobernada   peores preparados   historia    entrevista                  ,14,autopromocio
4119,     escribir   aprende practicando   abro hilo    ,14,autopromocio
4120, los52devox   rendiremos     oposición    dejaremos  proteger   españoles frente  peor gobierno  80 años      ,14,autopromocio
4121,   seguiremos combatiendo  falso ecologismo impuesto   dictadura progre  únicamente busca reducir  libertades   ciudadanos  arruinar  pueblo   defenderemos     iniciativas  proteger  medio ambiente  sentido común   ,8,accio climatica alimentacio i agenda rural
4122, europa reduce  emisiones  china   países asiáticos  incrementan  diferencia     contaminantes    colaboracionistas  régimen chino quieren   ciudadanos europeos reduzcan  nivel  vida  perseguir  utopía climática   ,14,autopromocio
4123,   china contamina  occidente   dictadura progre   ejército mediático callan       vox  defenderemos    sentido común   planeta        arruinando  trabajador  jamás hipotecando  futuro   nación   ,14,autopromocio
4124,seguiremos defendiendo  medio ambiente    sentido común          dejaremos   frente  consenso progre  pretende imponer    restricciones   españoles   callan  china   países asiáticos contaminan   ,14,autopromocio
4125,pura agenda 2030       feliz     hablar        futuro pertenece   patriotas     globalistas   ,0,presidencia
4126,  vox  opone    ordenanzamovilidadsostenible   noalmadridcentral   plantea   errores    madridcentral   izquierda     normativa  demoniza  vehículo privado  prohíbe  sanciona  adolece  falta  alternativas reales   ,0,presidencia
4127, marroquíes drogan  torturan  violan   chica  18 años  formentera    denunciamos    incrementado  delitos cometidos  magrebíes  cuántas mujeres     víctimas  buenismo  permite   alimañas   expulsadas  españa   ,14,autopromocio
4128,      oculta  informe interno    razón      pp  cs engañan   andaluces   agencia trade   cobardía  impide acabar   administración paralela  psoe    exigimos eliminar  tinglado socialista    ,0,presidencia
4129,oposición frontal  vox     madrid central   pp  aprobar  concejales  carmenitas   demoniza  vehículo privado  restringe libertades  ,14,autopromocio
4130,exigimos     retirada   productos extranjeros  contengan fitosanitarios prohibidos  europa   frente   riesgos sanitarios   competencia desleal  compra producto español   ,14,autopromocio
4131,  españoles   puedan permitirse   casa fría  verano  caliente  invierno   piensen  planchar  madrugada  ahorrar    pongan  horno  consume      luz   lujo   escudo social  gobierno   tremenda estafa   ,14,autopromocio
4132,   pp   quedan  propuestas      regenerar  mar menor          soloquedavox  ,8,accio climatica alimentacio i agenda rural
4133, pp   mintiendo  copiando  políticas   izquierda     madrid central  carmena   broma comparado     imponer  mentiroso  almeida    vox  opondremos   plan   beneficiará   ricos    altos cargos  coche oficial     ,14,autopromocio
4134, ppsoe   consecuencias   dejadez  inacción  demasiados años    voxconelmarmenor     recuperaremosnuestrajoya     mentiras    ,14,autopromocio
4135,vox solicita  comparecencia  director  seguridad nacional   explique   constancia   presencia  muhammad hammali  miembro   organización terrorista  racha   españa  ,14,autopromocio
4136, auténtico estercolero  odio  sectarismo      olvidemos  240 000 000    año   cerrando tv3  quedamos cortos   ,14,autopromocio
4137,acoge    anabel     ,14,autopromocio
4138,reivindicando    picos  europa   españa rural   campo    montaña   producto nacional   españa  madruga   olvidada   instituciones       apoyo   soloquedavox  ,14,autopromocio
4139,  vox pregunta  gobierno   ayudas   ganaderos  agricultores afectados   incendio  ávila     hilo   preguntas realizadas    ,13,justicia
4140,acabamos  registrar    congreso  batería  preguntas      información exhaustiva   incendio  ávila    pendientes   contestación  gobierno   ,14,autopromocio
4141,  entrevista    patricia rueda       andalucía     comunidades   pp asume  discurso  psoe     compra  ideología  género   ley  memoria histórica  enfrenta   españoles     ,14,autopromocio
4142,gracias   héroes   luchando  acabar   incendio   devastando  sierra  ávila  gracias       voluntarios      apoyo   abulenses   sufriendo  consecuencias      olvidemos   españa rural     ,14,autopromocio
4143,  queda vox      dejado claro     barrera frente  gobierno socialcomunista      ,14,autopromocio
4144, recorriendo  provincia  hablando  ganaderos  alcaldes   gente afectada    desolación           mano    provincia  recuperarse   devastación   ,14,autopromocio
4145,    niega  rectificar  deja     colectivo  trabajadores  llevan  pan   casas dignamente   llevaremos   tribunales  prevaricación   consejera  igualdad       políticas progres    ,14,autopromocio
4146,  inimaginable   país    1   gobierno  psoe  financia  exposición  promueve  leyenda negra   nación   2   ayuntamiento   ciudad   ve atacada  pp   cede  espacio preferente   3     bancos       patrocina   ,0,presidencia
