,text,Prediction
0, lérida  conociendo  dando apoyo  sector cárnico abandonado   separatismo  menospreciado   moralina progre    cataluña  jugamos   34 000 empleos  4   pib interior   exigiremos  apoyo   burocracia   cese   criminalización  sector   ,interior
0,cataluña registra  peores datos  pobreza  diez años      realidad   separatismo   izquierda oculta    delirios ideológicos   agenda rupturista  condenado  miles  familias     política social   tertulianos   ,presidencia
0,     2 denuncia  separatismo   consenso progre desprecian  propuestas  mejora   atención primaria  propone vox   seguiremos trabajando  mejorar  sanidad   catalanes     ustedes   ,presidencia
0, delincuentes  jóvenes   99  extranjeros    raras ocasiones  escuchan verdades  tv3          conservemos  corte  anotémoslo   calendario   ,autopromocio
0, pelea  cuchillazos   calle tallada  lérida   delincuencia   inmigración ilegal  sumido  casco histórico    peligroso   vecinos      vox  dispuesto  recuperar  seguridad   barrios    moleste   medios progres   ,inmigracio
0,    vuelve  reclamar  cierre inmediato   televisión pública  cataluña    tv3   vergüenza  cataluña     televisión  régimen      cuantos tertulianos   tv3  defiendan  posturas  4  partido  parlament     lideramoslaoposición  ,presidencia
0,    analizará  actualidad política  tarde   programa   brúixola     cat     20 30h        pierdas    lideramoslaoposión  ,educacio
0,mostrando     apoyo   cubanos   barcelona  nombre    barcelona   cataluna   congreso    libertad    comunismo  soloquedavox  ,presidencia
0,   barcelona   cataluna    congreso   pueblo cubano    barcelona reclamando libertad   cuba  denunciando  crímenes   miseria   hambre   cubaesunadictadura comunista   cubanoestasola   voxconcuba  ,presidencia
0,   vox presenta  propuesta   parlament  reivindicar  libertad  pueblo cubano    compatriotas cubanos llevan 60 años sometidos   bota  comunismo        libertad frente   tiranías comunistas         ,presidencia
0,   defensa    macian   mossos esquadra       moneda  cambio   negociaciones políticas  esquerra  junts   antisistema  debemos protegerlos       altura   circunstancias    liderandolaoposición  ,presidencia
0,  chica   valls agrede sexualmente   chica   violación  penetración            hechos    denunciado           manifestaciones  feministas     tipo  violencia          soloquedavox   ,autopromocio
0,    2  critica  dureza  síndic  greuges    mantener  duplicidad  defensor  pueblo catalán   sueldo millonario  cargo  heraldo público      cuantos funcionarios  confeccionar informes estériles     liderandolaoposición  ,autopromocio
0, fundación arrels  detectado    1 064 personas durmiendo   calles   ciudad  barcelona     separatistas  colau hablan       cinismo  hipocresía   límites      cataluna pediremos explicaciones  exigimos  solución ,presidencia
0, psc      universidades  respete  neutralidad ideológica     votantes socialistas  descubriendo  engaños  traiciones   ,presidencia
0,   separatistas   comunes   psc rechazan garantizar  neutralidad ideológica   universidades catalanas   69   voto     muestra   pensamiento único  acalla  capacidad crítica   personas    soloquedavox  ,presidencia
0,   69 detallando  propuesta  defensa   neutralidad política  ideológica   universidades catalanas    universidades  velar    libertad  pluralidad  neutralidad ideológica   alumnos      período electoral        ,presidencia
0, culpa   mala gestión   gobiernos  trabajadores  perdiendo miles  trabajos      cataluna       restricciones   favor   apertura    negocios    garantice  tests masivos  ,autopromocio
0,       restricciones  cataluña      separatismo  incapaz  garantizar  salud   seguridad   economía   catalanes      apertura   negocios  fundamental       actividad  esencial     lideramoslaoposición  ,presidencia
0,     detalla  claves   moción presentada  vox   parlament  favor  implantar  pin parental   escuelas catalanas     padres   responsables directos   educación   hijos    sustituir  función      hilo    ,presidencia
0,gracias    organizar  acto  recuerdo   miguelangelblanco   compromiso  valentia     terrorismo   doblegar      cataluna    víctimas       macian     ,justicia
0,okupan  casa   anciana  90 años     hospital    intolerable  encarcelen  españoles  defender  hogar  den protección legal    violan  propiedad    descansaremos   españa    sitio  vendría  delincuente   ,presidencia
0,   victoria  vox     gobierno considere prioritarios   cristianos afganos    imprescindible   saque   personas  afganistán       punto  acogida    asimilables  europa    ,inmigracio
0,   empeño  ponen  ocultarlo  minimizarlo    día   conozcamos  terribles consecuencias  buenismo globalista   necesitamos   código penal   defensa   fronteras     ,presidencia
0, plusultra  superintendencia  mercado  valores   pa   responde    investigando   panacorp  agradece  denuncia presentada      aporta  informaciones   documentación   ,presidencia
0, ministerio  interior  reino unido  aumentar  penas  prisión   inmigrantes ilegales  imponer cadena perpetua    faciliten  llegadas  ,autopromocio
0, anciano español  77 años asaltado    casa   inmigrante ilegal   motosierra  ciudad real    joven  18 años secuestrada  torturada  violada   marroquíes  formentera      resultado judiacial   casos    ,inmigracio
0,    consecuencias   políticas   consecuencias  sufren  ciudadanos   pie  día   calles    barrios   ,autopromocio
0,      concederse  asilo     constituir  amenaza   seguridad nacional   orden público    deber moral  proteger  convivencia   barrios   derechos   españoles   ,interior
0,  musulmanes   islamofobia    caballo  troya  yihadismo  españa    combatir  fundamentalismo islámico  denunciar   blanquean  justifican  barbarie talibán impunemente   patria    ,presidencia
0,desmontando  inocencio arias  vox apoya  repatriación    colaboraron   ejército español  afganistán   vía   ,inmigracio
0,totalitarismo  sectarismo  imposición lingüística  adoctrinamiento     realidad    separatistas  instaurado  cataluña  imposible  convivencia   desarrollo    huir   camino   toman    luchar    elegido      los11devox  ,presidencia
0, mujer   echa perfume  salir   calle   fornicadora    pasando  españa     ministerio  igualdad luchan  fuerte   color rosa   ,presidencia
0, gobierno  orbán protege  fronteras   identidad nacional   impedido    54 000 inmigrantes ilegales entren  hungría      año      ,presidencia
0,  ministra  igualdad        vacaciones    razón existirá    reaccione   brutalidad   agresion         quizás debiera explicarlo    ,autopromocio
0,    abiertamente  pretenden arruinar   naciones   excusa   salvar  planeta        arrodillan  china   seguirá contaminando  pagando esbirros  gobiernos    organismos supranacionales   medios  comunicación     ,autopromocio
0,botín  gates  almeida   pp           prohibir  coche   ciudades  restringir  aire acondicionado  reducir  consumo  carne  limitar  vuelos  avión    privilegiados       juntos    desfavorecidos ,presidencia
0,    media hora  batido  españa  precio   luz  causa   nefasta gestión   gobierno incapaz  rendido   lobbies    escuda   ue  arrodillado   poderosos   inmisericorde   españoles   pie   ,presidencia
0,     europa  reclama   comisión   afganos  acogidos  países musulmanes     ue     europa  excedido ampliamente  capacidad   llegadas   ,inmigracio
0,  cumplen  años   terribles atentados  barcelona  cambrils                 bcn honramos   víctimas       plantaremos cara  terrorismo yihadista   ,justicia
0, opinión    democrático    dueños   destino político  proponer  sensatas  posibles  escandalicen   hipnotizados   progresismo       labor asistencial   terapia  choque      ,autopromocio
0,  gobierno      altura   pueblo    caen  kabul   afganistán    siquiera garantizamos    medios   seguridad  exfiltración   personal funcionario  contratado    vergüenza  ministros      ,accio exterior i govern obert
0, afganisthan  familias obligadas  entregar   hijas  casarlas   guerreros talibanes    convivencia cultural    usos  costumbres  occidente   civilización  representan  salvajes            ,autopromocio
0, hombre   delincuente condenado  cargo institucional   quita  palabra   mujer  carga electa  verás       feministas       separatas  podemitas    pasa     ,autopromocio
0,           insultaron  pedir  hicieran exactamente      gobierno  acierta  rectifica   caso        final       voxteníarazón   ,presidencia
0, vox  defendiendo  derechos fundamentales  frente    alarma   pasaporte covid      partidos  dispuestos  atropellar  libertades    tribunales    razón      empeñan  controlar   jueces  ,drets socials
0,  alerta  fake news             vox barcelona crece  afiliados       creando  equipos municipales  incrementando  presencia  vox   municipios   provincia   quizás deberíais preguntar   publicar mentiras     ,presidencia
0, gobierno   mentira   venía  traer   escudo social    arruina   españoles         matemáticas  género  historia  dictado  religión climática   tiranos    españoles  arruinan encendiendo  luz     sánchez  siembra odio  miseria   ,interior
0, izquierda  obsesionada  adoctrinar  sexualizar prematuramente   niños   colegios     lleguemos  gobierno derogaremos  leyes totalitarias  devolveremos   padres  derecho  elegir  educación  quieren   hijos   ,presidencia
0,   implacable oposición  vox   tribunales  93 procedimientos judiciales     años     únicos  defendemos  complejos  legalidad   derechos fundamentales   españoles    voxútil      ,presidencia
0,       hablar      pagar   bolsillo 12 000   poderme comunicar   entorno    sociedad    comunicarse    capricho    necesidad vital      dinero  puedes hablar    terrorífico   hilo  soshablarela   ,igualtat i feminismes
0,    psoe    desindustrialización  paro  subida histórica   luz      españa  ofrece vox  reindustrialización  bajada histórica  precio   luz     impuesto eléctrico   reducción actual  21   iva   ,presidencia
0, gracias   servicios jurídicos   vox   fiscalía investigará  homenaje  terrorista parot    justicia juzgará  actuación  tezanos   cis   ,presidencia
0, 2020  generalitat bate  récord   millones  publicidad institucional       comprar  772 medios  comunicación    fábrica  nacionalistas   ,presidencia
0,  pp  ciudadanos  obsesionados  imitar  pedro sánchez  pretendiendo pisotear  derechos   libertades   españoles    permitiremos  controlen  movimientos   ciudadanos     llevaremos   tribunales  imponéis  salvajada   ,interior
0, mañana encuentro informativo   medios  comunicación  mostrar  apoyo  ciudadrealeño encarcelado  defender  fruto    vida          cambio normativo  defender    debería acarrear  infierno judicial   ,interior
0,  vox solicita  comparecencia   ministra  educación   informe   garantizará  presencia  español   aulas        ,presidencia
0,  vox denuncia  fidelidad  gobierno  sánchez  separatismo   pacto   traspasos  competencias   generalidad   mesa   traición     abascal españa necesita  gobierno fiel   españoles     golpistas    ,presidencia
0,aviso  navegantes  aguas turbulentas     ayuso toma  rumbo  feijoó  juanma moreno   sánchez  encontrará  vox enfrente     tribunales      permitir  vulneraciones  discriminaciones  atropellos   derechos fundamentales   españoles   ,interior
0,feijoo   referente  ayuso  casado  proscribe  papa wojtyla    ayudó  acabar   comunismo       amigo  narcos   masones  razón  sobra    junta  galicia retira  monumento  san juan pablo ii  monte  gozo  ,autopromocio
0,  vox exige  gobierno  incluya  perspectiva  familia    normativa procedente  ejecutivo        ,presidencia
0, recuperemos cataluña   síguenos    ,presidencia
0, mayordomo sánchez   paso    blanqueamiento  golpismo   mesa   traición        pacta  traspasos  competencias  mañana    necesite  seguir     españa necesita  gobierno fiel   españoles     golpistas   ,presidencia
0,   certificado covid   barbaridad  vulnera  derechos   ciudadanos  otorga poderes excepcionales  arbitrarios   distintas administraciones      atropellos  sánchez  atropellos   aprendices  sánchez    ,presidencia
0,   portavoz adjunto   fenómeno  antonio gallego ,autopromocio
0, tirar  cruz  valle pondría   ejecutores   altura   talibanes    iconoclastas puritanos  cromwell   ojos  mundo   historia        altura     fe   destrucción   fes ajenas       ,autopromocio
0, parlamento catalán rechaza emitir  escritos   español  ,autopromocio
0,   gracias enrique   aviso  septiembre     tierras   abrazo ,autopromocio
0, ad maiorem dei gloriam    sanignaciodeloyola  ,autopromocio
0,  esperanza    iberosfera      personas valientes  resisten      paso atrás  plantan cara frente   deriva totalitaria   entrevista  director   fundación disenso        frias       hilo    ,presidencia
0,    imposición ideológica     votado  elegido  ciudadano español    agenda 2030   gobierno obedece  intereses supranacionales  gasta millones  euros  impuestos  chiringuitos  despoja  soberanía   nación   ,presidencia
0,correcto     debimos llegar        lástima   gobierno  traidores dispuestos  indulto    felonía        traerlos  juzgarlos       soloquedavox  ,presidencia
0,vox insta  gobierno  incluir   perspectiva  familia     legislación   vía   ,presidencia
0,  personas  abascal   familia   ido  euskadi   señalaron  amenazaron  persiguieron    declararon   non gratos   defender  libertades    españa  viviríamos  democracia   ,presidencia
0,    cataluña   pervertido  40 años  control   mafia separatista    consejo  garantías  estatutarias acaba  avalar  malversación   prevaricación   recuperaremos cataluña   instrucciones     delincuentes pagarán   ,presidencia
0, presidente separatista  cataluña    gustado   diga   40 empalagosos reportajes  tv3 recordando   socio  club super3   convertirlo   william wallace  barretina  aspira      septiembre     duro       ,presidencia
0, defiende españa  psc  ,presidencia
0, plena forma      resto  grupo parlamentario  vox  cataluña   jornada    día  convalidarán  separatistas  malversación  cubrir  malversación      hermoso edificio    provechoso destino  dársele   ,presidencia
0, lomásvisto        líder      cataluña      enloquecer    indepes  feministas   cup   brutal lluvia  zascas   chorradas  majaderías progres       vídeo completo      ,presidencia
0, fiscalía investiga  ataque  acció   independència   cripta   tercios  requetés  montserrat          barcelona   cataluna,presidencia
0, respuesta   ministra    relación   declaraciones   ley  aborto    acaso  ministra  lanzando  mensaje  presionar   gobierno         congreso seguiremos trabajando   derecho   maternidad    vida    ,presidencia
0, parlamento catalán  niega   los11devox  posibilidad  obtener documentación oficial   español       separatistas   discriminan  lengua  cervantes  cataluña     ,presidencia
0,      sabate  grande ,autopromocio
0,vox muestra  apoyo   riders   anuncio   aprobación  real decreto ley  gobierno         garantizar      derecho      stopleyrider    hilo   intervenciones    ,interior
0,ingrato        populi,autopromocio
0,  demanda presentada   tedh   tc    injustificada tardanza  11 años  resolver  recurso  aborto  firmada   grupo  diputados      activo   firmado 2   vox     frutos   compromiso   vida      ,presidencia
0,   urgente   vox   rotas  relaciones   pp   enmiende  afrenta    abascal   asamblea  ceuta      repara  daño producido   votación       seguir reclamando ayuda  aprobar  propuestas        ,presidencia
0,acabo  leer  proyecto  ley  memoria democrática     ejercicio masivo  rencor  injusticia  ignorancia supina    ley sectaria  enfrentar   españoles  manipular  reprimir      cambiarle  nombre     ley gulag    noalaleygulag   laderogaremos,interior
0,vox denuncia  fiscalía  grupo separatista acció   independència   ataque   cripta  montserrat    delitos   sentimientos religiosos  ultraje   bandera  odio  daños  patrimonio   ataque   cripta   tercios  requetés ,presidencia
0, pp colabora   campaña  demonización  vox   campaña  produce violencia     simpatizantes   familias     pretende  apoyo   iniciativas   parlamentos    cosa             ,interior
0,  alegato provida  ignacio garriga   parlament   creen  red  apoyo   mujeres embarazadas        cataluña    desgracia   región   abortos  practican      ustedes  vanaglorian  protejan     mujeres      ,igualtat i feminismes
0,apoyaremos  aquello  defienda  unidad  españa   protección   familias  trabajadores    sufrimos  piedras  salt  vic  cambiar   ideas    señalaremos  estatuto   tv3    entramado corrupto separatista     seguimos ,presidencia
0, tratan  defender  estatuto  garante  respeto  catalá  español       autonomías    base   insolidaridad   desigualdad    estatuto   herramienta  marginar    hablar español   tierra   ,autopromocio
0,cs presenta  moción  apoyan psoe  pp pidiendo  tv3   televisión plural      medios corruptos  cuestan 245 millones   españoles     imparciales   imponen  separatismo  ocultan  inseguridad   pobreza   causa   ,presidencia
0,   urgente   gracias   querella  vox  echenique  juzgado   tribunal supremo   tuit  alentaba   seguidores   protestas violentas  pablo hasel      voxútil    ,presidencia
0,  sabate gracias      jordi    abraçada,autopromocio
0,tv3   entidad  odio convertida  altavoz propagandístico    consignas separatistas     cerrar tv3   ,autopromocio
0,ignacio garriga pide  cierre  tv3    instrumento  agitación masiva  servicio   delincuentes   arruinado  tierra  ,autopromocio
0,   urgente     abascal  preparados  reconstruir    derriben    cruz  grande  mundo    derogaremos  totalitaria ley  memoria democrática       ,interior
0,  barbaridad    empresas  ibex paguen  facturas   pequeñas   plazo medio  191 días       fijado   ley  morosidad      asfixian   pequeñas  urge ayudar   pyme española    ,interior
0,  esvástica   bandera española   tv3  pagada         cerremostv3  ,autopromocio
0,  supone   ley     ataque   libertad    españoles  busca amordazar   historiadores  imponer  visión    historia    vídeo  explican    aspectos  dañinos  ,interior
0,  advertimos  2019        comprometemos  derogar  totalitaria ley  memoria democrática   ,interior
0, ley   memoria democrática    amenaza   libertad  presentamos  amplio informe     abordan  aspectos  relevantes  controvertidos    ley aprobada  martes   consejo  ministros   ,justicia
0,   informe     desmonta  ley  memoria democrática    estudio   historia  corresponde   historiadores        amordazar  obligar  asumir  visión    izquierda    recurriremos   derogaremos         ,interior
0, gobierno socialcomunista  descarta derribar  cruz  valle   caídos  contempla  desalojo   monjes benedictinos  aprobar   anteproyecto    ley  memoria democrática    ,interior
0, ley  memoria histórica  psoe  consolidada   pp   grave    ley  calidad democrática   paso  allá         memoria obligatoria      odio   siglos    libertad  convivencia  respeto     derogaremos       ,interior
0,vox         tribunales     querella   presidente catalán   fondo  avalar  multas  procés  tribunal  cuentas  ,presidencia
0,   tribunal constitucional confirma   gobierno  dispuesto  incumplir  leyes   pisotear  constitución    elecciones    ,presidencia
0, objetivo   proteger   españoles  silenciar  crítica  disidencia  reproche    forma  imponer  confinamiento  generar  caos social       motivo   suficiente  apoyar  moción  censura  discurso octubre 2020   ,interior
0,   últimahora    abascal exige  dimisión inmediata  gobierno   convocatoria  elecciones   anulación    multas impuestas     alarma    gobierno  llevado  cabo   vulneración  derechos  libertades   historia        ,presidencia
0,  vulneración  derechos   historia  inconstitucional    vox votó       vox recurrió   tribunal constitucional  defender  derechos  libertades   españoles   ,presidencia
0, 85 años  gobierno socialista asesinó  líder   oposición  josé calvo sotelo    promulgan leyes  ocultar  crimen    vox recordamos        bando  quisieron  españa  ,presidencia
0, separatismo  incapaz  garantizar  salud   catalanes  impone  toque  queda encubierto  limita  capacidad  reunión     palabra  testeo masivo  medidas  rastreo       malversar   gestionar   ,presidencia
0,     macian  síndic  greuges    vox   seguir exigiendo  supresión   figura   desarmar    bienestar   políticos  recuperar    bienestar   personas      figura  defensor  pueblo    hilo   ,inmigracio
0, viernes  hablando   vecinos  masnou  temían  sucediera    ocurrido     libertad  marroquí  20 años  apuñaló  jóven  pueblo   debería    país        buenismo progre  enemigo   libertad   ,presidencia
0,    abascal    alternativa  lleve   demolición    legislación izquierdista  antinacional    aprobado  españa   ,presidencia
0,    abascal      cometemos  error  analizar  cambios   gobierno   tomado  comunistas  separatistas  terroristas   pedro sánchez  apoya    enemigos  españa   orden constitucional     hilo   intervenciones    ,presidencia
0,       plan  igualdad   imposición ideológica   consenso progre     imponer cuotas  victimizar   diputadas  personal  parlament   crea  chiringuito correspondiente pagado    catalanes     hilo     los11devox  ,presidencia
0,   lunes   9 20    abascal  entrevistado            síguelo   directo          pierdas   ,presidencia
0,gracias     lectura imprescindible    pretenden legislar   conciencia    raíz   martirio   fidelidad   conciencia   ,autopromocio
0, catalanes  hartos   inseguridad    medios  comunicación   separatismo   izquierda  silencian   seguiremos recorriendo   territorio denunciando   ocultan   responsables  exigiendo medidas contundentes    recuperemos cataluña   ,presidencia
0,indultos   embajadas  catalanas  tribunal  cuentas  co2       resumen semanal   actividad parlamentaria  2 minutos               pierdas      seguimos   los11devox  soloquedavox  ,justicia
0,  mataró     grupo  patriotas        bienvenida      dios manda      claro     votavox  ,autopromocio
0,  maresme  masnou  hablando   vecinos preocupados   inseguridad creciente  robos  peleas  armas blancas   asesinato reciente  manos  menores  tutelados    buenismo progre   separatismo silencian  realidad    provocado   ,autopromocio
0,    denunciando  creciente inseguridad   padece   masnou    inmigrantes ilegales   expulsados   inmediata   terror    sembrando   calles  inadmisible      garantizar  seguridad   catalanes   ,presidencia
0,detenidos 4 jóvenes    cacería   apuñaló   chico  masnou   origen marroquí    mujeres  hijos   peligro  culpa  buenismo progre   seguiremos exigiendo  policías   tertulianos    basta    ,igualtat i feminismes
0, separatismo malversa 10 millones  euros   invierte  proteger  salud   catalanes   rastreadores  tests diagnósticos     prioridad  mantener  sillones   ,presidencia
0,  repaso contundente     psc    destapa  incoherencias     partido  cambiable   partido guadiana       aclaran   cabe  desfachatez      regalado  indultos   golpistas   población catalana    perdonará    hilo   ,autopromocio
0, economía depende     turismo      saturación hospitalaria         motivo  restringir  llegada  españa  turistas extranjeros  cerrar  ocio nocturno  impedir  movilidad   ,presidencia
0,   acaba  ocurrir  bilbao      traen   convertirlos   mercenarios  vox   ,presidencia
0, magrebí interrumpe  acto político  provocaciones  amenazas   cámaras recogen perfectamente  recomiendo   vídeo        titular    ,autopromocio
0,vox  sufrido   fundación  violencia  separatismo   izquierda   violencia  justificáis   condenáis     simpatizantes  vox     recibir pedradas  acudir   mitin político   ,presidencia
0,   vox inicia acciones legales   generalidad catalana  ayudar   golpistas   1   recurso   constitucional   2   querella  tsjc  prevaricación  malversación   3   instar   fiscalía  tribunal  cuentas  actuar  aragonés  ,presidencia
0, ley  seguridad nacional habilita  sánchez  abolir derechos fundamentales   españoles  control    convenga     medida  tirana    democracia     ,interior
0,   vox llevará  constitucional  fondo creado   gobierno catalán  pagar  multas  tribunal  cuentas   golpistas   pretenden   catalanes honrados  trabajadores  financien  fiesta separatista        permitir       ,presidencia
0,        suspende  plan  recuperación  hungría cediendo   presión   globalistas antieuropeos      c s      forma  entender europa  someter   defiende   pueblo  premiar    rinde   lobbies   ,inmigracio
0, evidente   soloquedavox     único partido    votado    declarar cataluña tierra  libertad lgbtiq              caer  cara  vergüenza  condenar   agresiones    rédito político      hilo    ,presidencia
0,vox    comisión europea   corrupción    generalitat   fianzas    procés    vía  ,presidencia
0,      cataluña       cataluña   tema  conversación     indultos    paro     impuesto   trabajadores    inseguridad     cataluña  desean  mayoría  catalanes  defendemos  vox     hilo    ,presidencia
0,            voluntad  subvertir  orden constitucional  doy  consejo  vayan   maletas  cojan  libros  acabarán   prisión      deberían  salido     soloquedavox  los11devox  ,autopromocio
0,      creación  fondo  10 millones    gobierno   generalitat       quedar parados  callados     recurrir  decreto ley    presentar  querella  malversación  caudales públicos     hilo    soloquedavox  ,presidencia
0,  minutos intervendré   pleno    cataluña      recuperemos cataluña   ,presidencia
0,intervendré   comparecencia  aragonés   indultos   malversación  fondos públicos    dejaré claro  recurriremos  decreto ley  pretende avalar  fianza  presentaremos querella  malversación  caudales públicos    recuperemos cataluña   ,economia i hisenda
0,  ciudada   acudiremos ,autopromocio
0,sometido  ortega lara     ríen   panfleto           psoe     secuestradores   ,presidencia
0,  vox  querella    govern    fondo   fianzas  tribunal  cuentas      objetivo  financiar  causas judiciales   golpistas  utilizar  dinero público  blindar    promueven  odio   división   ,presidencia
0,  días  teniente alcalde  navalmoral   mata  alfredo vizcaíno  comparaba  vox   talibanes     vecinos  recibido   pedro sánchez    responsables  psoe   ciudad    españoles  quiénes      quiénes    ,presidencia
0,gracias  recurso     justicia anula  normativa liberticida    armengol  pretendía exigir  pasaportes covid   acceder  estadios  teatros  actividades deportivas   varapalo judicial   socialismo   triunfo   libertad  soloquedavox  ,presidencia
0, país     kabul   occidente   pretenden borrar  libertad    recuerdo        memoria histórica  imponen  allanar  camino   dictadura progre  aliados    islamismo    enemigo   raíces   ,presidencia
0, aclarado   noticia     ,autopromocio
0, vox    permitir   criminalice   agricultura murciana  exculpar   gobiernos  pp  psoe  lamentable    saneamientos     compatibilizar  usos turísticos  agrarios  mar menor   conservación  ecosistema    sosmarmenor  ,accio climatica alimentacio i agenda rural
0, reino unido           europa   seguir alentando  efecto llamada    alimentando  tráfico  seres humanos   inseguridad   calles       favorecer  negocio  goza  amparo    medios      ,inmigracio
0, reconstruiremos    destruyan     abascal seguirá   voz  millones  españoles frente  gobierno   traición   mentira      ,presidencia
0,  gil lázaro denuncia    líderes occidentales comparecían   crisis  afganistán  sánchez   vacaciones       exigir   repatriara    personal militar  diplomático   país      colaborado  españa   ,presidencia
0,  gil lázaro   llegada  afganos  españa    país   prestar  ayuda universal    personas  lleguen   territorio    justo   situación  millones  españoles        ,presidencia
0,  gil lázaro advierte   posibles infiltraciones  yihadistas   llegada   afganos        ocasión   crisis siria     entraron  refugiados personas  realmente  terroristas        ,interior
0, funcionario  prisiones  agredido  españa  36h    señor marlaska   señor ortiz siguen mirando        responsables   agresión    ,presidencia
0,debemos afrontar  realidad   sistema penal  unido  acoso ideológico amparado   medios    deja indefensos  españoles honrados  protege  criminales     necesaria  reforma profunda    persona  sentido común    dirección ,interior
0, políticos  ppsoe  esconden   calamitosa gestión   mar menor  vuelven  criminalizar   agricultura     lamentable   saneamientos    propuestas        solución definitiva   mar menor       murcia  ,accio climatica alimentacio i agenda rural
0,pagar favores pasados  informes injustificados   comprar votos presentes  cambiar  resultado electoral    políticamente indecente  jurídicamente ilegal  alcalde   vemos   tribunales     urnas  breve   notodovale    ,inmigracio
0,            posición firme  clara  defensa   fronteras    soberanía nacional     intereses  ceuta  melilla     aguas  rodean canarias    stopinvasiónmigratoria    hilo    ,presidencia
0, trabajadora despedida  ejercer  derechos   23 años  vacaciones    ponemos  servicio jurídico  disposición   trabajadora frente  cacique comunista  marinaleda    ,drets socials
0,basta   engaño  vox exige  almeida  cumpla  pacto  investidura       alcaldía  derogue madrid central  ,presidencia
0, riqueza  belleza  españa     vox prepara  viva21      acontecimiento  permitirá   españoles disfrutar   riqueza   belleza    recinto     provincias representadas    resérvate  9  10  octubre    ,presidencia
0, vox  defendiendo  derechos fundamentales   hostelería frente  atropello   distintos gobiernos    reconocen  tribunales  vuelven  darnos  razón    preocupante   consenso progre  empeñe  liquidar    derecho   soloquedavox  ,drets socials
0,    código penal  occidente   trate   merecen       repugnante   crimen   salvajes    silencio cómplice   feminismo oficial    enmudece   manadas repetidas   víctimas   importan       ,justicia
0,exigimos  almeida  cumplimiento  pacto  investidura  incluye derogar madrid central       problemas  engañar   votantes     problema  incumplir  compromisos  investidura   vox     exigir   ,presidencia
0,   gobierne  andalucía  mezquitas  cerradas   imanes expulsados    islam radical  violento  blanquea  vejaciones   mujeres  busca acabar   identidad   prohibido    ,igualtat i feminismes
0,1     años josé luis martínez almeida ganó  elecciones prometiendo  derogaría madrid central   plan estrella aprobado  carmena   ,presidencia
0,  callaremos      demonización   medios  comunicación   silenciamiento   dueños   redes sociales     descansaremos   españa vuelva     seguro   mujeres    infierno  salvajes   ,igualtat i feminismes
0,     consenso progre     pp       ibex    almeida traiciona   votantes     izquierda perjudica  vida diaria     pobres    dinero  cambiar  coche   ,empresa i treball
0,  censurado  twitter  drogan  violan  torturan   joven  18 años  baleares    mujeres   principales víctimas   inseguridad  provoca  inmigración descontrolada    expulsión   cumplan condena  marruecos    ,justicia
0, pp  entiende  vox    discurso   españa    compañeros  andalucía     dejar  claro     apoyo  vox  continuar  políticas   izquierda  alimentar  efecto llamada  mantener estructuras  corrupción   ,presidencia
0,  exigimos    ministerio  interior  investigue   terrorista argelino    españa    país   convertido   destino preferente  delincuentes  terroristas     fronteras    fáciles  cruzar   ,presidencia
0,hilo   afganistán   terrible derrota  biden    onu   ue    triunfo  china    convertirá  socio   talibanes    pensamiento     españoles      exigimos  gobierno  repatriación   tarda demasiado  ,interior
0,pueblos hermanos   hermanados    amenaza compartida   juntos sabremos encontrar  camino  prosperidad  libertad     iberosfera  decisiva   mundo  viene    ,presidencia
0,suma     pp  psoe siguen llamando   inmigración ilegal  ,inmigracio
0,    menas roban  agreden  cuchillos  botellas rotas   adolescente  menor  edad     primo   25 años    menas  antecedentes      reseñas  robo  violencia  intimidación   robo  fuerza    ,presidencia
0, pp     descubriendo   naturaleza         izquierda     votantes   ,presidencia
0, andalucía   madrid     pp pactando   izquierda    electores    paguitas   menas   25 años  andalucía  madrid central   capital  españa     ,presidencia
0,     fuego    haga acordarnos   españa    sufre     españa olvidada  necesitamos  gobierno  trabaje    provincias    campo   abrazo  agricultores  ganaderos  ávila  fuerza    combaten  llamas   ,accio climatica alimentacio i agenda rural
0,   últimahora  vox recurre  desbloqueo   tramo  34 millones   aerolínea chavista plus       españoles  derecho      destinando  dinero     depuren responsabilidades políticas        ,presidencia
0,europa   occidente  general   asumir   forma  vida   derrotada militar  demográfica  comercialmente      empecemos  defenderla      degradarla      imposición simultánea  relativismo   multiculturalismo ,igualtat i feminismes
0, afganos  huyen  terror talibán   acogidos   países musulmanes limítrofes     consenso   políticos progres pretenderá     europeos   sufran  consecuencias   errores    traiciones ,autopromocio
0,    recordar    dolor    soldados  policías  perdieron  vida   tierra   cuyo sacrificio  traicionado  instancias supranacionales   temerosas  ofender  islamismo radical ,salut
0, pp   apoyo  psoe  andalucía   ley  menor   ley  perpetúa  efecto llamada  dando pagas    invaden  fronteras    andaluces   pagar  luz     queda vox   ,interior
0,  apoyo   civiles  bomberos  militares   luchando   llamas   provincia  ávila       lucha  españa entera      ,interior
0, violación  manada protagonizada  inmigrantes      córdoba      consecuencias   inmigración descontrolada  promociona  gobierno    pedirán  feministas  gobierno  expulsión   manadas  extranjeros     ,presidencia
0, guardia civil    ayuda   ciudadanos  persigue  detiene  narcos   costas  granada   ayudan   españoles   guardia civil   gobierno  pedro sánchez     darles  recursos económicos  materiales  perseguir   delincuentes   ,interior
